Marker	Chromosome	Position	Population
6_18647223	6	7.76	B73
6_18712496	6	8.13	B73
6_25289829	6	8.49	B73
6_27237775	6	10.35	B73
6_28143372	6	10.72	B73
6_28143397	6	11.09	B73
6_28143398	6	11.46	B73
6_28143422	6	11.82	B73
6_28143423	6	12.19	B73
6_28146521	6	12.93	B73
6_29352571	6	13.67	B73
6_29780945	6	14.04	B73
6_31014072	6	14.4	B73
6_35281100	6	15.89	B73
6_36361930	6	16.25	B73
6_36622435	6	16.62	B73
6_36949723	6	16.99	B73
6_37026546	6	17.36	B73
6_38116151	6	17.73	B73
6_41536138	6	18.1	B73
6_44007840	6	18.46	B73
6_44338614	6	18.83	B73
6_44338625	6	21.06	B73
6_57404202	6	22.92	B73
6_58444848	6	23.65	B73
6_61009507	6	24.39	B73
6_61590044	6	24.76	B73
6_61603079	6	25.5	B73
6_62741187	6	25.87	B73
6_64092771	6	26.6	B73
6_71230617	6	26.97	B73
6_72858759	6	27.71	B73
6_74072133	6	28.08	B73
6_75126821	6	28.82	B73
6_75745554	6	29.19	B73
6_76416803	6	29.55	B73
6_78820885	6	29.92	B73
6_80641810	6	30.29	B73
6_81090986	6	30.66	B73
6_82892505	6	31.03	B73
6_84576773	6	31.4	B73
6_84680787	6	31.76	B73
6_85604742	6	32.13	B73
6_86177129	6	32.87	B73
6_86177140	6	33.61	B73
6_86333598	6	35.09	B73
6_87590837	6	35.46	B73
6_88905650	6	35.83	B73
6_88917526	6	36.19	B73
6_89125345	6	36.56	B73
6_89125357	6	38.42	B73
6_89125365	6	39.53	B73
6_89128329	6	40.64	B73
6_89135275	6	41.37	B73
6_90894096	6	41.74	B73
6_91068322	6	42.11	B73
6_91068323	6	42.48	B73
6_91124076	6	43.22	B73
6_91299394	6	43.59	B73
6_91617090	6	43.95	B73
6_91851456	6	44.32	B73
6_91856005	6	44.69	B73
6_91987665	6	45.06	B73
6_92168405	6	45.43	B73
6_93329575	6	45.8	B73
6_94991639	6	46.16	B73
6_95321438	6	46.53	B73
6_95474205	6	46.9	B73
6_96027378	6	48.01	B73
6_96535397	6	48.75	B73
6_96539979	6	49.12	B73
6_97321069	6	49.48	B73
6_97321075	6	49.85	B73
6_97321099	6	50.22	B73
6_98007145	6	51.33	B73
6_104455383	6	52.07	B73
6_104506857	6	52.44	B73
6_104757522	6	52.8	B73
6_104757542	6	53.17	B73
6_105161206	6	53.54	B73
6_105161209	6	54.28	B73
6_105161227	6	54.65	B73
6_105262563	6	55.02	B73
6_106154186	6	55.38	B73
6_108592564	6	55.75	B73
6_108592569	6	56.86	B73
6_108863949	6	57.6	B73
6_108970047	6	57.97	B73
6_109249989	6	58.33	B73
6_110539451	6	59.07	B73
6_110783924	6	59.81	B73
6_111021575	6	60.18	B73
6_111055408	6	60.55	B73
6_111918722	6	61.29	B73
6_111970131	6	62.02	B73
6_111970135	6	62.39	B73
6_111970138	6	62.76	B73
6_111970153	6	63.13	B73
6_112281041	6	63.5	B73
6_112597426	6	64.61	B73
6_115380996	6	64.97	B73
6_115553430	6	65.34	B73
6_118271001	6	65.71	B73
6_118602690	6	66.08	B73
6_118827591	6	66.82	B73
6_118869154	6	67.55	B73
6_119860351	6	67.92	B73
6_120056145	6	68.29	B73
6_120056162	6	69.03	B73
6_120501939	6	69.4	B73
6_121238154	6	70.14	B73
6_122245703	6	70.5	B73
6_124978436	6	71.61	B73
6_128483729	6	71.98	B73
6_128560685	6	72.35	B73
6_128828750	6	72.72	B73
6_129488662	6	73.09	B73
6_130161650	6	73.45	B73
6_132075773	6	73.82	B73
6_132126979	6	74.19	B73
6_132795743	6	74.56	B73
6_133094640	6	75.3	B73
6_134098812	6	75.67	B73
6_134841854	6	76.03	B73
6_134849445	6	76.4	B73
6_134852333	6	76.77	B73
6_135249932	6	77.88	B73
6_137080986	6	78.25	B73
6_138931075	6	78.99	B73
6_140726886	6	79.72	B73
6_140780890	6	80.09	B73
6_141278272	6	80.46	B73
6_141611769	6	80.83	B73
6_144660961	6	81.57	B73
6_145493021	6	81.94	B73
6_145646257	6	82.3	B73
6_146973614	6	83.04	B73
6_147054026	6	83.41	B73
6_147054035	6	83.78	B73
6_147422921	6	84.52	B73
6_147727228	6	85.62	B73
6_147883238	6	85.99	B73
6_148780176	6	86.36	B73
6_148781136	6	86.73	B73
6_148960226	6	87.84	B73
6_148962661	6	88.21	B73
6_149124892	6	88.58	B73
6_149125328	6	88.94	B73
6_149125347	6	89.68	B73
6_149328786	6	90.05	B73
6_149328984	6	91.16	B73
6_149397789	6	91.53	B73
6_149419905	6	91.9	B73
6_150104828	6	92.26	B73
6_150533425	6	92.63	B73
6_150678762	6	93	B73
6_150742653	6	93.74	B73
6_150798752	6	94.11	B73
6_150798756	6	94.47	B73
6_150798761	6	94.84	B73
6_150798799	6	95.21	B73
6_150798801	6	95.58	B73
6_150803333	6	96.32	B73
6_150837324	6	96.69	B73
6_150840038	6	97.05	B73
6_150889479	6	98.16	B73
6_151565743	6	98.53	B73
6_152275399	6	98.9	B73
6_152508877	6	99.27	B73
6_152972207	6	99.64	B73
6_152972209	6	100.01	B73
6_153088315	6	101.11	B73
6_153195999	6	101.48	B73
6_153240089	6	101.85	B73
6_153358384	6	102.22	B73
6_153768624	6	102.59	B73
6_153786111	6	102.96	B73
6_154236804	6	103.32	B73
6_154236978	6	103.69	B73
6_154236980	6	104.06	B73
6_154891188	6	104.43	B73
6_155235957	6	104.8	B73
6_155241682	6	105.53	B73
6_155457912	6	106.27	B73
6_155522798	6	106.64	B73
6_155632180	6	107.01	B73
6_155655137	6	107.75	B73
6_159824617	6	108.48	B73
6_159991447	6	110.34	B73
6_161450649	6	112.2	B73
6_162110537	6	113.3	B73
6_162571428	6	114.04	B73
6_162940475	6	114.41	B73
6_162940481	6	116.27	B73
6_162990802	6	118.13	B73
6_163349566	6	118.87	B73
6_163817724	6	120.73	B73
6_163870266	6	121.1	B73
6_164307980	6	121.84	B73
6_164307989	6	122.2	B73
6_164307998	6	122.94	B73
6_164309159	6	125.56	B73
6_164366833	6	125.93	B73
6_164675638	6	126.67	B73
6_164675885	6	127.04	B73
6_164689601	6	128.15	B73
6_164729973	6	128.88	B73
6_164869966	6	129.25	B73
6_164869984	6	129.62	B73
6_165022497	6	130.36	B73
6_165023330	6	130.73	B73
6_165962702	6	131.1	B73
6_165962714	6	131.47	B73
6_166052031	6	131.83	B73
6_166072503	6	133.32	B73
6_166077939	6	133.69	B73
6_166810843	6	134.06	B73
6_167822572	6	137.06	B73
6_167822586	6	138.17	B73
6_168097033	6	138.91	B73
6_168111174	6	139.27	B73
6_168111178	6	139.64	B73
6_168356835	6	140.01	B73
7_2962329	7	0	B73
7_2962330	7	0.37	B73
7_3194464	7	2.6	B73
7_4080930	7	4.09	B73
7_18626829	7	4.83	B73
7_21421545	7	5.94	B73
7_29168398	7	6.3	B73
7_29168417	7	7.79	B73
7_29168561	7	15.62	B73
7_29253467	7	16.36	B73
7_29558187	7	18.22	B73
7_30242351	7	21.24	B73
7_30242354	7	23.48	B73
7_30659174	7	25.34	B73
7_31086637	7	33.93	B73
7_31910882	7	34.3	B73
7_34480096	7	35.03	B73
7_34679923	7	35.4	B73
7_36623122	7	38.01	B73
7_38895254	7	39.86	B73
7_42226511	7	40.23	B73
7_42226521	7	40.6	B73
7_46339656	7	41.34	B73
7_57231776	7	41.71	B73
7_68139477	7	42.07	B73
7_75902918	7	42.44	B73
7_83049972	7	43.18	B73
7_85580268	7	43.55	B73
7_90825766	7	43.92	B73
7_91683657	7	44.29	B73
7_91974311	7	44.65	B73
7_95099428	7	45.02	B73
7_98851607	7	45.39	B73
7_100627168	7	45.76	B73
7_105364669	7	46.13	B73
7_121577226	7	46.5	B73
7_121673634	7	47.61	B73
7_123683094	7	48.34	B73
7_123850713	7	48.71	B73
7_124569489	7	49.08	B73
7_126448104	7	49.82	B73
7_127585813	7	50.19	B73
7_127586409	7	50.55	B73
7_130318550	7	50.92	B73
7_130940546	7	52.03	B73
7_131034677	7	52.4	B73
7_131188291	7	52.77	B73
7_131395288	7	53.51	B73
7_131443333	7	54.25	B73
7_131443348	7	55.36	B73
7_132184214	7	56.09	B73
7_132184219	7	56.46	B73
7_132594717	7	57.57	B73
7_133372622	7	57.94	B73
7_133564534	7	58.31	B73
7_134083495	7	58.68	B73
7_136023004	7	59.05	B73
7_136390995	7	59.41	B73
7_140411786	7	59.78	B73
7_140418364	7	60.15	B73
7_140421815	7	60.52	B73
7_140421874	7	60.89	B73
7_140424792	7	61.26	B73
7_140424830	7	62.37	B73
7_141514202	7	62.73	B73
7_141545918	7	63.47	B73
7_143117481	7	63.84	B73
7_144207904	7	64.21	B73
7_144659968	7	64.58	B73
7_145914987	7	64.95	B73
7_146158689	7	65.31	B73
7_146580676	7	66.05	B73
7_147314605	7	66.42	B73
7_147380393	7	67.53	B73
7_147380403	7	67.9	B73
7_147382148	7	69.01	B73
7_147424906	7	69.75	B73
7_148454870	7	70.11	B73
7_148592697	7	70.85	B73
7_150015821	7	71.22	B73
7_150024117	7	71.59	B73
7_150028223	7	72.7	B73
7_150028299	7	73.07	B73
7_151335538	7	73.81	B73
7_151406274	7	74.54	B73
7_151948882	7	75.28	B73
7_152175699	7	76.02	B73
7_154700521	7	76.39	B73
7_156116170	7	77.13	B73
7_156655085	7	77.5	B73
7_156713130	7	78.23	B73
7_156713161	7	78.97	B73
7_156713162	7	79.34	B73
7_156739260	7	80.45	B73
7_157895311	7	81.56	B73
7_158298828	7	81.93	B73
7_159747053	7	82.3	B73
7_159751797	7	83.04	B73
7_159760010	7	83.41	B73
7_159761298	7	84.52	B73
7_160227269	7	84.88	B73
7_161286268	7	85.25	B73
7_161290176	7	85.99	B73
7_161290183	7	86.36	B73
7_161290184	7	86.73	B73
7_161290191	7	87.1	B73
7_161337537	7	87.83	B73
7_161436148	7	88.2	B73
7_161438219	7	88.57	B73
7_161806702	7	89.31	B73
7_161806715	7	89.68	B73
7_161859716	7	90.42	B73
7_161910987	7	90.78	B73
7_162006125	7	91.15	B73
7_162070026	7	91.52	B73
7_162084826	7	91.89	B73
7_162085196	7	92.26	B73
7_162150174	7	93	B73
7_162152704	7	93.36	B73
7_162198783	7	93.73	B73
7_162198784	7	94.1	B73
7_162198785	7	94.47	B73
7_162202326	7	94.84	B73
7_162320923	7	95.21	B73
7_162341615	7	95.58	B73
7_162341622	7	95.94	B73
7_162413532	7	96.31	B73
7_162430274	7	97.05	B73
7_162561552	7	97.79	B73
7_162717270	7	98.16	B73
7_163055830	7	98.53	B73
7_163514889	7	98.89	B73
7_163790464	7	99.26	B73
7_164072865	7	99.63	B73
7_164564494	7	100	B73
7_164773196	7	100.37	B73
7_164788561	7	100.74	B73
7_165807368	7	101.1	B73
7_165912483	7	101.47	B73
7_166163416	7	102.21	B73
7_166163429	7	102.58	B73
7_166163436	7	103.32	B73
7_166163482	7	103.69	B73
7_166858681	7	104.42	B73
7_166987536	7	104.79	B73
7_167154354	7	105.16	B73
7_167241549	7	105.53	B73
7_167348091	7	105.9	B73
7_167585933	7	106.27	B73
7_167627381	7	106.63	B73
7_167711848	7	107	B73
7_167814751	7	107.37	B73
7_167817799	7	107.74	B73
7_167853888	7	108.11	B73
7_167859176	7	108.48	B73
7_167859177	7	108.84	B73
7_167948046	7	109.95	B73
7_167948060	7	110.32	B73
7_168082074	7	110.69	B73
7_168922058	7	111.06	B73
7_171207897	7	111.8	B73
7_171207901	7	113.28	B73
7_171207902	7	113.65	B73
7_171631663	7	114.02	B73
7_172512772	7	114.38	B73
7_172512783	7	114.75	B73
7_172512786	7	118.13	B73
7_173442079	7	119.24	B73
7_173797441	7	119.97	B73
7_173807401	7	120.34	B73
7_173817959	7	121.83	B73
7_173817965	7	122.94	B73
7_173889441	7	123.3	B73
7_174537678	7	124.79	B73
8_11485052	8	0	B73
8_11568717	8	0.74	B73
8_11570632	8	2.22	B73
8_11662386	8	2.96	B73
8_12273955	8	5.2	B73
8_12273960	8	6.31	B73
8_12935556	8	6.68	B73
8_13203624	8	7.42	B73
8_13203626	8	8.53	B73
8_13339378	8	8.9	B73
8_13339402	8	9.64	B73
8_13371460	8	10.75	B73
8_13686347	8	11.48	B73
8_13686352	8	12.22	B73
8_13686361	8	12.59	B73
8_14936042	8	13.7	B73
8_15981475	8	14.07	B73
8_16352911	8	14.81	B73
8_16770480	8	15.55	B73
8_16770483	8	15.91	B73
8_16770485	8	16.28	B73
8_16770486	8	17.77	B73
8_16770487	8	18.51	B73
8_16854392	8	18.87	B73
8_17175701	8	19.24	B73
8_18349937	8	19.61	B73
8_19961824	8	19.98	B73
8_21615278	8	20.72	B73
8_22170669	8	21.83	B73
8_22844307	8	22.57	B73
8_23423598	8	23.3	B73
8_23423644	8	24.04	B73
8_24523280	8	24.41	B73
8_27312863	8	25.15	B73
8_72934496	8	25.52	B73
8_72934521	8	25.89	B73
8_73248083	8	26.26	B73
8_73446262	8	27.74	B73
8_73733534	8	28.48	B73
8_73735064	8	29.22	B73
8_73816279	8	29.58	B73
8_73816305	8	29.95	B73
8_73901878	8	30.69	B73
8_74623477	8	31.06	B73
8_75468905	8	31.8	B73
8_78657079	8	32.17	B73
8_79142416	8	32.9	B73
8_95722485	8	33.64	B73
8_95773956	8	34.01	B73
8_99225590	8	34.75	B73
8_100872977	8	35.12	B73
8_100958549	8	35.86	B73
8_100958618	8	36.23	B73
8_100964563	8	36.59	B73
8_100964608	8	36.96	B73
8_101124789	8	37.33	B73
8_102336105	8	37.7	B73
8_102712725	8	38.07	B73
8_102912859	8	38.44	B73
8_103314532	8	39.55	B73
8_103400168	8	39.91	B73
8_103637719	8	40.28	B73
8_103703218	8	40.65	B73
8_103703223	8	41.02	B73
8_103703225	8	42.13	B73
8_103703226	8	42.5	B73
8_103703260	8	43.24	B73
8_104380896	8	43.97	B73
8_104464106	8	44.34	B73
8_104660635	8	44.71	B73
8_111046163	8	45.45	B73
8_112677687	8	45.82	B73
8_113213646	8	46.19	B73
8_116256150	8	46.93	B73
8_116778870	8	47.29	B73
8_119836873	8	47.66	B73
8_120149715	8	48.03	B73
8_124358637	8	48.4	B73
8_124937588	8	48.77	B73
8_124951709	8	49.14	B73
8_124951711	8	49.87	B73
8_127580244	8	50.61	B73
8_130483976	8	50.98	B73
8_133275925	8	51.35	B73
8_133276224	8	51.72	B73
8_136911861	8	52.09	B73
8_138510293	8	52.45	B73
8_138523942	8	53.19	B73
8_140165398	8	53.56	B73
8_140186179	8	54.67	B73
8_140488449	8	55.04	B73
8_141518023	8	55.78	B73
8_141644686	8	57.26	B73
8_141931800	8	57.63	B73
8_141996642	8	58	B73
8_144455344	8	58.36	B73
8_144538753	8	58.73	B73
8_145282075	8	59.1	B73
8_145699493	8	59.47	B73
8_146155627	8	59.84	B73
8_146155631	8	60.57	B73
8_146155643	8	62.43	B73
8_146549920	8	64.66	B73
8_147097338	8	65.03	B73
8_147445632	8	65.39	B73
8_148008275	8	66.5	B73
8_148905374	8	66.87	B73
8_149303503	8	67.61	B73
8_151271024	8	67.98	B73
8_152132203	8	68.34	B73
8_152717401	8	68.71	B73
8_155482214	8	69.08	B73
8_156426537	8	69.45	B73
8_157316283	8	69.82	B73
8_157452827	8	70.19	B73
8_157669010	8	70.55	B73
8_157670403	8	70.92	B73
8_157688633	8	71.29	B73
8_158571464	8	72.4	B73
8_159436954	8	73.14	B73
8_159948245	8	73.51	B73
8_159982453	8	73.87	B73
8_159984772	8	74.24	B73
8_159985843	8	74.61	B73
8_160181467	8	74.98	B73
8_160208317	8	75.35	B73
8_160239263	8	75.72	B73
8_160423313	8	76.08	B73
8_161079585	8	76.82	B73
8_161545360	8	77.19	B73
8_161710622	8	77.56	B73
8_161719665	8	77.93	B73
8_161904825	8	78.29	B73
8_163716612	8	79.03	B73
8_170207272	8	81.26	B73
8_170610353	8	82.37	B73
8_171542360	8	86.91	B73
8_171613453	8	88.03	B73
8_171751024	8	88.76	B73
8_171885776	8	91.39	B73
8_172197953	8	94.39	B73
8_172197956	8	96.25	B73
8_172811556	8	98.87	B73
8_172950942	8	99.98	B73
8_174178180	8	101.46	B73
8_174377847	8	104.46	B73
8_174606826	8	107.08	B73
8_175069749	8	109.31	B73
9_14535301	9	0	B73
9_14537371	9	1.11	B73
9_15357618	9	2.22	B73
9_15357963	9	3.33	B73
9_15618522	9	3.7	B73
9_15618525	9	4.06	B73
9_16006059	9	4.43	B73
9_16732176	9	4.8	B73
9_16737854	9	5.54	B73
9_17101469	9	6.65	B73
9_17236962	9	7.39	B73
9_17236963	9	7.75	B73
9_17236965	9	8.12	B73
9_17237040	9	8.49	B73
9_17316984	9	9.6	B73
9_17471867	9	10.34	B73
9_17668068	9	10.71	B73
9_18101183	9	11.07	B73
9_18783980	9	11.81	B73
9_18849058	9	12.18	B73
9_18888372	9	12.55	B73
9_18907782	9	13.29	B73
9_19041896	9	13.66	B73
9_19173420	9	14.02	B73
9_19173731	9	14.39	B73
9_19174351	9	15.13	B73
9_19291178	9	15.5	B73
9_19903059	9	15.87	B73
9_20325134	9	16.24	B73
9_20325135	9	16.6	B73
9_20325138	9	16.97	B73
9_20326305	9	17.34	B73
9_20606888	9	17.71	B73
9_20738453	9	18.08	B73
9_20746984	9	18.45	B73
9_20828854	9	19.18	B73
9_20828855	9	19.55	B73
9_20828900	9	19.92	B73
9_20869776	9	20.29	B73
9_20905875	9	21.03	B73
9_20905897	9	21.39	B73
9_21813253	9	21.76	B73
9_21814524	9	22.13	B73
9_22056180	9	22.5	B73
9_22106263	9	22.87	B73
9_22106286	9	23.24	B73
9_22106293	9	23.97	B73
9_22106409	9	24.34	B73
9_22331239	9	24.71	B73
9_22331253	9	25.08	B73
9_23279636	9	26.56	B73
9_23334851	9	26.93	B73
9_23539810	9	27.3	B73
9_23738652	9	27.66	B73
9_24597604	9	28.03	B73
9_24597608	9	28.4	B73
9_25042648	9	28.77	B73
9_25258712	9	29.14	B73
9_26707646	9	29.51	B73
9_28390480	9	30.24	B73
9_32337339	9	30.61	B73
9_37149848	9	30.98	B73
9_40600855	9	31.35	B73
9_41760535	9	31.72	B73
9_46044858	9	32.46	B73
9_46387315	9	32.82	B73
9_47644303	9	33.19	B73
9_47688741	9	33.56	B73
9_50707810	9	33.93	B73
9_59841465	9	34.3	B73
9_62258817	9	35.41	B73
9_63169690	9	35.77	B73
9_63170680	9	36.14	B73
9_82728569	9	37.62	B73
9_88927144	9	37.99	B73
9_90841806	9	38.73	B73
9_95737628	9	39.1	B73
9_96449536	9	39.84	B73
9_96774489	9	40.21	B73
9_98506992	9	40.57	B73
9_98654385	9	41.31	B73
9_98681839	9	41.68	B73
9_99285753	9	42.05	B73
9_99415592	9	42.42	B73
9_100887150	9	42.79	B73
9_102105419	9	43.15	B73
9_103185341	9	43.52	B73
9_104879575	9	43.89	B73
9_105192472	9	44.26	B73
9_111062163	9	44.63	B73
9_111062171	9	45.36	B73
9_111088242	9	45.73	B73
9_111088247	9	46.1	B73
9_111088266	9	46.84	B73
9_113013570	9	47.21	B73
9_113060874	9	47.58	B73
9_113221133	9	47.94	B73
9_113423624	9	48.31	B73
9_114025717	9	49.05	B73
9_122199428	9	49.42	B73
9_128319653	9	49.79	B73
9_136803234	9	51.64	B73
9_136907029	9	52.01	B73
9_137003668	9	52.38	B73
9_137596583	9	53.49	B73
9_137763775	9	56.1	B73
9_138709589	9	56.46	B73
9_138880834	9	56.83	B73
9_140219941	9	57.94	B73
9_140353844	9	58.68	B73
9_140773452	9	59.05	B73
9_140773680	9	59.42	B73
9_141474965	9	59.78	B73
9_141539259	9	60.15	B73
9_141936588	9	60.52	B73
9_142619580	9	61.26	B73
9_143051844	9	61.63	B73
9_146426846	9	62	B73
9_147336569	9	62.73	B73
9_147819633	9	64.22	B73
9_149126635	9	65.7	B73
9_149457671	9	67.18	B73
9_149457677	9	69.42	B73
9_149551756	9	70.91	B73
9_149551922	9	72.39	B73
9_150810071	9	72.76	B73
9_151480046	9	74.25	B73
9_151654313	9	75.36	B73
9_151662884	9	77.59	B73
9_151705660	9	79.45	B73
9_151969871	9	80.19	B73
9_152058760	9	80.93	B73
9_152441112	9	81.67	B73
9_152649983	9	82.78	B73
9_153191467	9	83.52	B73
9_153415792	9	87.66	B73
9_153419280	9	89.15	B73
9_153485869	9	89.52	B73
9_153673706	9	90.26	B73
9_153673708	9	90.62	B73
9_153673711	9	91.36	B73
9_153784417	9	91.73	B73
9_154250981	9	92.1	B73
9_154250994	9	93.58	B73
9_154251001	9	94.69	B73
9_154251008	9	95.06	B73
9_154367164	9	95.43	B73
10_2780679	10	0	B73
10_3185550	10	1.86	B73
10_3185640	10	2.23	B73
10_4099092	10	2.97	B73
10_4099094	10	4.08	B73
10_4585981	10	7.09	B73
10_4586005	10	9.71	B73
10_4586049	10	10.45	B73
10_4591488	10	11.19	B73
10_4664351	10	13.05	B73
10_4664364	10	13.42	B73
10_4664379	10	13.79	B73
10_5642026	10	14.53	B73
10_5642714	10	14.9	B73
10_5869303	10	17.52	B73
10_5869311	10	19.76	B73
10_5904489	10	20.13	B73
10_6402832	10	20.5	B73
10_6530039	10	24.67	B73
10_7440100	10	25.78	B73
10_7440107	10	26.15	B73
10_7440108	10	26.89	B73
10_8451574	10	27.26	B73
10_8451902	10	28.74	B73
10_8660170	10	30.23	B73
10_8786282	10	31.34	B73
10_8852672	10	32.08	B73
10_8858297	10	32.44	B73
10_9585681	10	32.81	B73
10_10245598	10	33.18	B73
10_10289734	10	33.92	B73
10_10447024	10	34.66	B73
10_10669561	10	35.03	B73
10_11903584	10	35.77	B73
10_11903782	10	36.88	B73
10_12167943	10	37.25	B73
10_12167945	10	37.98	B73
10_12352611	10	38.72	B73
10_12454433	10	39.46	B73
10_12454434	10	39.83	B73
10_12454437	10	40.2	B73
10_12454759	10	42.43	B73
10_12751616	10	45.05	B73
10_12751883	10	45.41	B73
10_12924400	10	45.78	B73
10_13001785	10	46.15	B73
10_13342047	10	47.26	B73
10_13342059	10	48	B73
10_13470785	10	48.37	B73
10_13641768	10	49.11	B73
10_13788567	10	49.47	B73
10_14726639	10	49.84	B73
10_14976108	10	50.21	B73
10_15006640	10	50.58	B73
10_15006652	10	50.95	B73
10_15095239	10	52.06	B73
10_15219407	10	52.8	B73
10_15221314	10	53.17	B73
10_15221393	10	53.53	B73
10_15224040	10	53.9	B73
10_15238365	10	54.27	B73
10_15799864	10	54.64	B73
10_15800442	10	55.38	B73
10_16356112	10	55.75	B73
10_16356114	10	56.12	B73
10_17886230	10	56.85	B73
10_18399474	10	57.22	B73
10_18399985	10	57.59	B73
10_18660560	10	58.33	B73
10_19578453	10	58.7	B73
10_20701951	10	59.07	B73
10_21010964	10	59.43	B73
10_21948257	10	60.17	B73
10_22095804	10	60.54	B73
10_22363906	10	61.28	B73
10_22868198	10	62.39	B73
10_22997403	10	62.76	B73
10_23071724	10	63.13	B73
10_23214006	10	63.5	B73
10_25776586	10	64.23	B73
10_28015975	10	64.97	B73
10_30141313	10	65.71	B73
10_33605753	10	66.08	B73
10_59124550	10	66.82	B73
10_59516125	10	67.19	B73
10_60402907	10	67.93	B73
10_61493404	10	68.29	B73
10_61493431	10	68.66	B73
10_61995968	10	69.03	B73
10_63784242	10	70.51	B73
10_66872893	10	70.88	B73
10_66957664	10	71.25	B73
10_71161634	10	71.62	B73
10_71178058	10	71.99	B73
10_71671038	10	72.36	B73
10_74766867	10	73.47	B73
10_74766873	10	73.83	B73
10_78056481	10	74.2	B73
10_78132668	10	74.57	B73
10_79273237	10	74.94	B73
10_82235733	10	75.31	B73
10_99374261	10	76.05	B73
10_99524913	10	76.41	B73
10_102371595	10	76.78	B73
10_106248406	10	77.15	B73
10_106960461	10	77.52	B73
10_106976722	10	77.89	B73
10_106983209	10	78.26	B73
10_108377027	10	78.63	B73
10_109378773	10	78.99	B73
10_109899540	10	79.36	B73
10_111354007	10	80.1	B73
10_111354013	10	80.47	B73
10_111354015	10	82.33	B73
10_111354169	10	82.69	B73
10_113511568	10	85.69	B73
10_113577658	10	86.05	B73
10_113652438	10	86.42	B73
10_114198213	10	87.53	B73
10_114854664	10	87.9	B73
10_115151618	10	88.27	B73
10_115840217	10	88.64	B73
10_117558807	10	90.12	B73
10_117574622	10	90.49	B73
10_118961694	10	90.86	B73
10_122269623	10	91.22	B73
10_123296170	10	91.59	B73
10_123811287	10	91.96	B73
10_124064221	10	92.7	B73
10_124095144	10	93.44	B73
10_124322695	10	93.81	B73
10_124525830	10	94.54	B73
10_125649414	10	94.91	B73
10_127615786	10	95.28	B73
10_130307616	10	96.02	B73
10_130722018	10	96.76	B73
10_132321909	10	97.13	B73
10_132543037	10	97.49	B73
10_133272626	10	97.86	B73
10_135047903	10	98.6	B73
10_135801262	10	98.97	B73
10_136246320	10	100.08	B73
10_137500425	10	100.45	B73
10_137501104	10	101.56	B73
10_138027028	10	103.04	B73
10_138087541	10	103.78	B73
10_139079289	10	104.89	B73
10_139079297	10	105.25	B73
10_139313764	10	105.99	B73
10_139984058	10	107.1	B73
10_140727578	10	108.21	B73
10_147385989	10	108.95	B73
10_147405087	10	109.69	B73
1_10960822	1	0	Mo17
1_10978348	1	1.98	Mo17
1_11526000	1	4.77	Mo17
1_11910984	1	5.16	Mo17
1_12521832	1	6.34	Mo17
1_12521847	1	7.12	Mo17
1_12822585	1	8.7	Mo17
1_12822598	1	9.88	Mo17
1_13642058	1	11.86	Mo17
1_13643091	1	13.44	Mo17
1_14449070	1	13.83	Mo17
1_14510716	1	14.22	Mo17
1_14510717	1	14.61	Mo17
1_16783679	1	15.79	Mo17
1_21471998	1	16.19	Mo17
1_22069480	1	16.58	Mo17
1_23193075	1	18.16	Mo17
1_25411124	1	20.14	Mo17
1_25416030	1	20.92	Mo17
1_26690898	1	22.9	Mo17
1_28794056	1	24.88	Mo17
1_28962825	1	26.46	Mo17
1_28963154	1	27.64	Mo17
1_28963158	1	29.22	Mo17
1_28966154	1	32.82	Mo17
1_28967562	1	33.61	Mo17
1_29155639	1	34.79	Mo17
1_30539687	1	35.18	Mo17
1_31578974	1	35.57	Mo17
1_31765358	1	35.96	Mo17
1_32666417	1	36.35	Mo17
1_32753552	1	36.74	Mo17
1_32837869	1	37.13	Mo17
1_33120566	1	37.53	Mo17
1_34254594	1	37.92	Mo17
1_34597019	1	38.31	Mo17
1_34668138	1	38.7	Mo17
1_34814398	1	39.09	Mo17
1_34967975	1	39.48	Mo17
1_37312441	1	40.27	Mo17
1_37805649	1	41.45	Mo17
1_38010229	1	41.84	Mo17
1_38192996	1	42.23	Mo17
1_38725092	1	42.62	Mo17
1_40093379	1	43.4	Mo17
1_40242113	1	43.8	Mo17
1_40242164	1	44.58	Mo17
1_40398609	1	44.97	Mo17
1_40771435	1	45.36	Mo17
1_41426303	1	45.75	Mo17
1_41428068	1	46.54	Mo17
1_42018546	1	47.32	Mo17
1_43126434	1	47.72	Mo17
1_43229109	1	48.11	Mo17
1_43970100	1	48.5	Mo17
1_46232239	1	48.89	Mo17
1_46418651	1	49.28	Mo17
1_46543124	1	49.67	Mo17
1_49131281	1	50.06	Mo17
1_51397172	1	50.46	Mo17
1_51459315	1	50.85	Mo17
1_51459353	1	51.63	Mo17
1_51460124	1	52.02	Mo17
1_51976885	1	52.41	Mo17
1_51976904	1	53.2	Mo17
1_52082952	1	53.59	Mo17
1_52162308	1	53.98	Mo17
1_52162314	1	54.37	Mo17
1_52162316	1	56.75	Mo17
1_52252502	1	57.92	Mo17
1_52538918	1	58.71	Mo17
1_52564355	1	59.49	Mo17
1_52564620	1	59.88	Mo17
1_52567839	1	60.67	Mo17
1_52609194	1	61.85	Mo17
1_52626274	1	62.63	Mo17
1_53129468	1	63.02	Mo17
1_53176428	1	64.2	Mo17
