Population	TraitID	TraitName	Chromosome	Position	LeftMarker	RightMarker	LOD
Mo17	1	F2_MLA	2	64.84	2_23669587	2_24011000	0.6455
Mo17	1	F2_MLA	2	65.84	2_25747245	2_26723509	0.9653
Mo17	1	F2_MLA	2	66.84	2_27564651	2_28143217	0.7175
Mo17	1	F2_MLA	2	67.84	2_28310303	2_28651319	0.6833
Mo17	1	F2_MLA	2	68.84	2_28651319	2_28672375	0.6625
Mo17	1	F2_MLA	2	69.84	2_30330298	2_31827492	0.6471
Mo17	1	F2_MLA	2	70.84	2_31827494	2_33075549	0.6876
Mo17	1	F2_MLA	2	71.84	2_33075549	2_33620098	0.524
Mo17	1	F2_MLA	2	72.84	2_33780900	2_33781076	0.5213
Mo17	1	F2_MLA	2	73.84	2_33781076	2_33795579	0.4907
Mo17	1	F2_MLA	2	74.84	2_33781076	2_33795579	0.6722
Mo17	1	F2_MLA	2	75.84	2_33781076	2_33795579	0.7536
Mo17	1	F2_MLA	2	76.84	2_33795579	2_34670695	0.7333
Mo17	1	F2_MLA	2	77.84	2_33795579	2_34670695	0.6458
Mo17	1	F2_MLA	2	78.84	2_34670695	2_34671140	0.4668
Mo17	1	F2_MLA	2	79.84	2_34670695	2_34671140	0.4457
Mo17	1	F2_MLA	2	80.84	2_34672008	2_34673708	0.4625
Mo17	1	F2_MLA	2	81.84	2_34673708	2_34924882	1.0591
Mo17	1	F2_MLA	2	82.84	2_34924882	2_35277220	0.5183
Mo17	1	F2_MLA	2	83.84	2_35320475	2_36136324	0.8964
Mo17	1	F2_MLA	2	84.84	2_36136324	2_36906290	0.7803
Mo17	1	F2_MLA	2	85.84	2_36136324	2_36906290	0.6481
Mo17	1	F2_MLA	2	86.84	2_36906290	2_36936687	0.5354
Mo17	1	F2_MLA	2	87.84	2_37140501	2_37331278	0.5867
Mo17	1	F2_MLA	2	88.84	2_37140501	2_37331278	1.0338
Mo17	1	F2_MLA	2	89.84	2_37331278	2_37570572	1.3306
Mo17	1	F2_MLA	2	90.84	2_37570572	2_38140240	1.4072
Mo17	1	F2_MLA	2	91.84	2_38140240	2_38324945	1.3953
Mo17	1	F2_MLA	2	92.84	2_38324945	2_38547416	1.4047
Mo17	1	F2_MLA	2	93.84	2_38324945	2_38547416	1.2141
Mo17	1	F2_MLA	2	94.84	2_38324945	2_38547416	0.8888
Mo17	1	F2_MLA	2	95.84	2_38547416	2_38552808	0.7381
Mo17	1	F2_MLA	2	96.84	2_38552808	2_38553087	0.9879
Mo17	1	F2_MLA	2	97.84	2_38553087	2_43558556	0.621
Mo17	1	F2_MLA	2	98.84	2_43558556	2_43835605	0.9563
Mo17	1	F2_MLA	2	99.84	2_43558556	2_43835605	1.3156
Mo17	1	F2_MLA	2	100.84	2_43835605	2_44197631	1.5121
Mo17	1	F2_MLA	2	101.84	2_43835605	2_44197631	1.1093
Mo17	1	F2_MLA	2	102.84	2_44197631	2_44197680	1.0258
Mo17	1	F2_MLA	2	103.84	2_44197681	2_44200063	1.0528
Mo17	1	F2_MLA	2	104.84	2_44697650	2_45203580	0.6726
Mo17	1	F2_MLA	2	105.84	2_45203580	2_45203733	1.0233
Mo17	1	F2_MLA	2	106.84	2_45203733	2_45204257	0.9343
Mo17	1	F2_MLA	2	107.84	2_45203733	2_45204257	0.4751
Mo17	1	F2_MLA	2	108.84	2_45204257	2_52432486	0.2018
Mo17	1	F2_MLA	2	109.84	2_52432486	2_52600897	0.1081
Mo17	1	F2_MLA	2	110.84	2_52600918	2_52600920	0.0654
Mo17	1	F2_MLA	2	111.84	2_52659678	2_52659698	0.0688
Mo17	1	F2_MLA	2	112.84	2_54040307	2_54297288	0.078
Mo17	1	F2_MLA	2	113.84	2_54959516	2_58759627	0.0726
Mo17	1	F2_MLA	2	114.84	2_59634756	2_59729559	0.1361
Mo17	1	F2_MLA	2	115.84	2_62063784	2_62727643	0.0979
Mo17	1	F2_MLA	2	116.84	2_62727643	2_63819667	0.1546
Mo17	1	F2_MLA	2	117.84	2_66426623	2_67148057	0.1548
Mo17	1	F2_MLA	2	118.84	2_67152231	2_68011763	0.192
Mo17	1	F2_MLA	2	119.84	2_68011763	2_71894516	0.2284
Mo17	1	F2_MLA	2	120.84	2_79283062	2_79480560	0.2236
Mo17	1	F2_MLA	2	121.84	2_79480560	2_86000858	0.1985
Mo17	1	F2_MLA	2	122.84	2_100484613	2_105163509	0.322
Mo17	1	F2_MLA	2	123.84	2_100484613	2_105163509	0.2288
Mo17	1	F2_MLA	2	124.84	2_109574843	2_110824873	0.2654
Mo17	1	F2_MLA	2	125.84	2_114782908	2_118381147	0.1493
Mo17	1	F2_MLA	2	126.84	2_120153846	2_120153862	0.2246
Mo17	1	F2_MLA	2	127.84	2_121522892	2_129363179	0.2451
Mo17	1	F2_MLA	2	128.84	2_132080923	2_132573300	0.3646
Mo17	1	F2_MLA	2	129.84	2_133071565	2_133071689	0.4894
Mo17	1	F2_MLA	2	130.84	2_133071689	2_136565778	0.4088
Mo17	1	F2_MLA	2	131.84	2_136565778	2_140971214	0.3638
Mo17	1	F2_MLA	2	132.84	2_141160072	2_141535371	0.2714
Mo17	1	F2_MLA	2	133.84	2_143485603	2_144476990	0.2714
Mo17	1	F2_MLA	2	134.84	2_144985355	2_149523377	0.1696
Mo17	1	F2_MLA	2	135.84	2_149523377	2_150014755	0.1924
Mo17	1	F2_MLA	2	136.84	2_150700305	2_150797128	0.2052
Mo17	1	F2_MLA	2	137.84	2_150797128	2_153942295	0.1504
Mo17	1	F2_MLA	2	138.84	2_153951465	2_153967010	0.3441
Mo17	1	F2_MLA	2	139.84	2_153967010	2_165103588	0.3456
Mo17	1	F2_MLA	2	140.84	2_165833070	2_170621093	0.2892
Mo17	1	F2_MLA	2	141.84	2_170621095	2_170876410	0.2318
Mo17	1	F2_MLA	2	142.84	2_170876410	2_170918322	0.2647
Mo17	1	F2_MLA	2	143.84	2_170876410	2_170918322	0.2858
Mo17	1	F2_MLA	2	144.84	2_170876410	2_170918322	0.3038
Mo17	1	F2_MLA	2	145.84	2_170876410	2_170918322	0.3169
Mo17	1	F2_MLA	2	146.84	2_170876410	2_170918322	0.3239
Mo17	1	F2_MLA	2	147.84	2_170876410	2_170918322	0.3243
Mo17	1	F2_MLA	2	148.84	2_170918322	2_171071510	0.3296
Mo17	1	F2_MLA	2	149.84	2_170918322	2_171071510	0.3396
Mo17	1	F2_MLA	2	150.84	2_170918322	2_171071510	0.3403
Mo17	1	F2_MLA	2	151.84	2_170918322	2_171071510	0.3325
Mo17	1	F2_MLA	2	152.84	2_170918322	2_171071510	0.3186
Mo17	1	F2_MLA	2	153.84	2_171071510	2_171820252	0.3101
Mo17	1	F2_MLA	2	154.84	2_171820252	2_173196889	0.2604
Mo17	1	F2_MLA	2	155.84	2_173642119	2_178022216	0.3093
Mo17	1	F2_MLA	2	156.84	2_178386750	2_178497751	0.6161
Mo17	1	F2_MLA	2	157.84	2_179460915	2_180156758	0.4827
Mo17	1	F2_MLA	2	158.84	2_180168369	2_180176379	0.4299
Mo17	1	F2_MLA	2	159.84	2_180519156	2_180833214	0.363
Mo17	1	F2_MLA	2	160.84	2_181546444	2_181884484	0.1929
Mo17	1	F2_MLA	2	161.84	2_181884484	2_183190964	0.1236
Mo17	1	F2_MLA	2	162.84	2_183402881	2_184000919	0.1112
Mo17	1	F2_MLA	2	163.84	2_184106998	2_184259310	0.1379
Mo17	1	F2_MLA	2	164.84	2_185019070	2_185021620	0.0529
Mo17	1	F2_MLA	2	165.84	2_185174325	2_185174336	0.0415
Mo17	1	F2_MLA	2	166.84	2_185176899	2_185584484	0.0376
Mo17	1	F2_MLA	2	167.84	2_185600242	2_186201718	0.1807
Mo17	1	F2_MLA	2	168.84	2_186201718	2_186312299	0.2172
Mo17	1	F2_MLA	2	169.84	2_186854026	2_187124434	0.1669
Mo17	1	F2_MLA	2	170.84	2_188359459	2_188816800	0.1352
Mo17	1	F2_MLA	2	171.84	2_188873441	2_188873635	0.1835
Mo17	1	F2_MLA	2	172.84	2_188900229	2_189134991	0.1752
Mo17	1	F2_MLA	2	173.84	2_189490811	2_189556036	0.2344
Mo17	1	F2_MLA	2	174.84	2_194158173	2_194907632	0.1857
Mo17	1	F2_MLA	2	175.84	2_194907632	2_197223303	0.1995
Mo17	1	F2_MLA	2	176.84	2_197223303	2_202635915	0.3025
Mo17	1	F2_MLA	2	177.84	2_202635915	2_202635930	0.4807
Mo17	1	F2_MLA	2	178.84	2_203766173	2_203936544	0.4002
Mo17	1	F2_MLA	2	179.84	2_203766173	2_203936544	0.3575
Mo17	1	F2_MLA	2	180.84	2_203936544	2_204341899	0.3012
Mo17	1	F2_MLA	2	181.84	2_203936544	2_204341899	0.4057
Mo17	1	F2_MLA	2	182.84	2_205945170	2_205945173	0.2755
Mo17	1	F2_MLA	2	183.84	2_206490142	2_207040885	0.336
Mo17	1	F2_MLA	2	184.84	2_207040885	2_208132382	0.5448
Mo17	1	F2_MLA	2	185.84	2_207040885	2_208132382	0.6092
Mo17	1	F2_MLA	2	186.84	2_207040885	2_208132382	0.6455
Mo17	1	F2_MLA	2	187.84	2_208132382	2_208534183	0.6553
Mo17	1	F2_MLA	2	188.84	2_208132382	2_208534183	0.6924
Mo17	1	F2_MLA	2	189.84	2_208132382	2_208534183	0.6992
Mo17	1	F2_MLA	2	190.84	2_208534183	2_209997591	0.7217
Mo17	1	F2_MLA	2	191.84	2_209997591	2_209997592	0.766
Mo17	1	F2_MLA	2	192.84	2_209997592	2_212517438	0.9137
Mo17	1	F2_MLA	2	193.84	2_212517438	2_212545875	0.8508
Mo17	1	F2_MLA	2	194.84	2_212545875	2_212545901	0.7104
Mo17	1	F2_MLA	2	195.84	2_212545901	2_212545925	0.5367
Mo17	1	F2_MLA	2	196.84	2_212549699	2_212641099	0.5004
Mo17	1	F2_MLA	2	197.84	2_212549699	2_212641099	0.5547
Mo17	1	F2_MLA	2	198.84	2_213214043	2_213310646	0.3537
Mo17	1	F2_MLA	2	199.84	2_213310646	2_213361041	0.2719
Mo17	1	F2_MLA	2	200.84	2_215016100	2_215089154	0.1476
Mo17	1	F2_MLA	2	201.84	2_215089154	2_215090363	0.1308
Mo17	1	F2_MLA	2	202.84	2_215517709	2_216028849	0.0654
Mo17	1	F2_MLA	2	203.84	2_216190937	2_216633570	0.0399
Mo17	1	F2_MLA	2	204.84	2_216684199	2_216757839	0.0793
Mo17	1	F2_MLA	2	205.84	2_216757843	2_216821562	0.1489
Mo17	1	F2_MLA	2	206.84	2_216757843	2_216821562	0.114
Mo17	1	F2_MLA	2	207.84	2_216822565	2_216848015	0.0836
Mo17	1	F2_MLA	2	208.84	2_216822565	2_216848015	0.0261
Mo17	1	F2_MLA	2	209.84	2_216848015	2_217227489	0.017
Mo17	1	F2_MLA	2	210.84	2_216848015	2_217227489	0.0342
Mo17	1	F2_MLA	2	211.84	2_217227489	2_217227633	0.0928
Mo17	1	F2_MLA	2	212.84	2_217227489	2_217227633	0.0399
Mo17	1	F2_MLA	2	213.84	2_217227489	2_217227633	0.025
Mo17	1	F2_MLA	2	214.84	2_217227489	2_217227633	0.0606
Mo17	1	F2_MLA	2	215.84	2_217227711	2_217821591	0.0508
Mo17	1	F2_MLA	2	216.84	2_217848924	2_218843936	0.063
Mo17	1	F2_MLA	2	217.84	2_218843936	2_218843947	0.0667
Mo17	1	F2_MLA	2	218.84	2_219021394	2_219118143	0.0758
Mo17	1	F2_MLA	2	219.84	2_219660080	2_220002744	0.0314
Mo17	1	F2_MLA	2	220.84	2_220002744	2_220469218	0.0372
Mo17	1	F2_MLA	2	221.84	2_220763429	2_222265711	0.0405
Mo17	1	F2_MLA	2	222.84	2_222265711	2_222268298	0.0777
Mo17	1	F2_MLA	2	223.84	2_222268298	2_222272818	0.1946
Mo17	1	F2_MLA	2	224.84	2_222272873	2_222649549	0.356
Mo17	1	F2_MLA	2	225.84	2_222649549	2_222693733	0.2898
Mo17	1	F2_MLA	2	226.84	2_222814944	2_222876347	0.3159
Mo17	1	F2_MLA	2	227.84	2_222967745	2_223410069	0.2488
Mo17	1	F2_MLA	2	228.84	2_223410069	2_223410080	0.2778
Mo17	1	F2_MLA	2	229.84	2_223410080	2_223495256	0.3386
Mo17	1	F2_MLA	2	230.84	2_223495256	2_223976729	0.3451
Mo17	1	F2_MLA	2	231.84	2_224550884	2_225306637	0.4173
Mo17	1	F2_MLA	2	232.84	2_225681861	2_226378267	0.5019
Mo17	1	F2_MLA	2	233.84	2_226452729	2_226549123	0.4534
Mo17	1	F2_MLA	2	234.84	2_226549123	2_226549124	0.3583
Mo17	1	F2_MLA	2	235.84	2_226549124	2_226549128	0.3921
Mo17	1	F2_MLA	2	236.84	2_226549124	2_226549128	0.2998
Mo17	1	F2_MLA	2	237.84	2_226549124	2_226549128	0.2061
Mo17	1	F2_MLA	2	238.84	2_226549128	2_226631499	5.5466
Mo17	1	F2_MLA	2	239.84	2_226549128	2_226631499	5.9691
Mo17	1	F2_MLA	2	240.84	2_226631499	2_226631531	6.0274
Mo17	1	F2_MLA	2	241.84	2_226631499	2_226631531	5.7972
Mo17	1	F2_MLA	2	242.84	2_226631499	2_226631531	5.4836
Mo17	1	F2_MLA	2	243.84	2_226631499	2_226631531	5.0583
Mo17	1	F2_MLA	2	244.84	2_226631499	2_226631531	4.4824
Mo17	1	F2_MLA	2	245.84	2_226631531	2_226697511	0.2442
Mo17	1	F2_MLA	2	246.84	2_226631531	2_226697511	0.2613
Mo17	1	F2_MLA	2	247.84	2_228083027	2_229009007	0.4622
Mo17	1	F2_MLA	2	248.84	2_229009007	2_230867804	0.4797
Mo17	1	F2_MLA	2	249.84	2_230867804	2_230874675	0.4244
Mo17	1	F2_MLA	2	250.84	2_230874694	2_230881490	0.4814
Mo17	1	F2_MLA	2	251.84	2_230874694	2_230881490	0.2493
Mo17	1	F2_MLA	2	252.84	2_230941973	2_230993548	0.1592
Mo17	1	F2_MLA	2	253.84	2_232180376	2_232181997	0.1757
Mo17	1	F2_MLA	2	254.84	2_232649858	2_233012594	0.2849
Mo17	1	F2_MLA	2	255.84	2_233012598	2_233675260	0.5367
Mo17	1	F2_MLA	2	256.84	2_233691642	2_233741906	0.5024
Mo17	1	F2_MLA	2	257.84	2_233741906	2_233744656	0.5319
Mo17	1	F2_MLA	2	258.84	2_233741906	2_233744656	0.4988
Mo17	1	F2_MLA	2	259.84	2_233744656	2_233747521	0.4226
Mo17	1	F2_MLA	2	260.84	2_233747521	2_233764479	0.2902
Mo17	1	F2_MLA	2	261.84	2_233911348	2_235063783	0.3772
Mo17	1	F2_MLA	2	262.84	2_233911348	2_235063783	0.2731
Mo17	1	F2_MLA	2	263.84	2_235348205	2_235490005	0.304
Mo17	1	F2_MLA	2	264.84	2_235348205	2_235490005	0.2866
Mo17	1	F2_MLA	2	265.84	2_235919175	2_236357031	0.5193
Mo17	1	F2_MLA	2	266.84	2_236357031	2_236485460	0.6365
Mo17	1	F2_MLA	3	0.74	3_1628695	3_1629597	1.3114
Mo17	1	F2_MLA	3	1.74	3_1628695	3_1629597	1.1365
Mo17	1	F2_MLA	3	2.74	3_1976834	3_1980950	0.9757
Mo17	1	F2_MLA	3	3.74	3_1980950	3_2084094	0.924
Mo17	1	F2_MLA	3	4.74	3_1980950	3_2084094	0.9211
Mo17	1	F2_MLA	3	5.74	3_1980950	3_2084094	0.9182
Mo17	1	F2_MLA	3	6.74	3_1980950	3_2084094	0.9155
Mo17	1	F2_MLA	3	7.74	3_1980950	3_2084094	0.9129
Mo17	1	F2_MLA	3	8.74	3_1980950	3_2084094	0.9104
Mo17	1	F2_MLA	3	9.74	3_1980950	3_2084094	0.908
Mo17	1	F2_MLA	3	10.74	3_1980950	3_2084094	0.9058
Mo17	1	F2_MLA	3	11.74	3_1980950	3_2084094	0.9038
Mo17	1	F2_MLA	3	12.74	3_2102412	3_2102415	1.3056
Mo17	1	F2_MLA	3	13.74	3_2102415	3_2102420	1.1904
Mo17	1	F2_MLA	3	14.74	3_2102415	3_2102420	0.9672
Mo17	1	F2_MLA	3	15.74	3_2117131	3_2127491	1.3308
Mo17	1	F2_MLA	3	16.74	3_2127491	3_2127493	1.2684
Mo17	1	F2_MLA	3	17.74	3_2127493	3_2127517	1.2387
Mo17	1	F2_MLA	3	18.74	3_2127561	3_2139038	1.4522
Mo17	1	F2_MLA	3	19.74	3_2139038	3_2609022	1.4966
Mo17	1	F2_MLA	3	20.74	3_2609022	3_2629746	1.3993
Mo17	1	F2_MLA	3	21.74	3_2629746	3_2688547	1.1354
Mo17	1	F2_MLA	3	22.74	3_2688547	3_2769437	0.767
Mo17	1	F2_MLA	3	23.74	3_2769437	3_2778924	0.5329
Mo17	1	F2_MLA	3	24.74	3_2801955	3_2812322	0.1971
Mo17	1	F2_MLA	3	25.74	3_2956178	3_3068200	0.1506
Mo17	1	F2_MLA	3	26.74	3_3112479	3_3112508	0.1297
Mo17	1	F2_MLA	3	27.74	3_3112508	3_3224468	0.2368
Mo17	1	F2_MLA	3	28.74	3_3224468	3_3312451	0.2172
Mo17	1	F2_MLA	3	29.74	3_3516345	3_3525847	0.3391
Mo17	1	F2_MLA	3	30.74	3_3525847	3_3525851	0.6351
Mo17	1	F2_MLA	3	31.74	3_3549419	3_3549430	0.6133
Mo17	1	F2_MLA	3	32.74	3_3692878	3_3698605	0.642
Mo17	1	F2_MLA	3	33.74	3_3699165	3_3916023	0.5398
Mo17	1	F2_MLA	3	34.74	3_3699165	3_3916023	0.4496
Mo17	1	F2_MLA	3	35.74	3_3989171	3_4063100	0.3949
Mo17	1	F2_MLA	3	36.74	3_4063100	3_4139397	0.4096
Mo17	1	F2_MLA	3	37.74	3_4150820	3_4674747	0.4106
Mo17	1	F2_MLA	3	38.74	3_4674747	3_4862234	0.6916
Mo17	1	F2_MLA	3	39.74	3_5675783	3_5823915	0.9719
Mo17	1	F2_MLA	3	40.74	3_5823917	3_5823919	0.7774
Mo17	1	F2_MLA	3	41.74	3_5823919	3_5823921	0.784
Mo17	1	F2_MLA	3	42.74	3_5823919	3_5823921	0.9706
Mo17	1	F2_MLA	3	43.74	3_5823919	3_5823921	1.1457
Mo17	1	F2_MLA	3	44.74	3_5823919	3_5823921	1.3051
Mo17	1	F2_MLA	3	45.74	3_5823957	3_5823968	0.5977
Mo17	1	F2_MLA	3	46.74	3_5846437	3_5849460	0.5845
Mo17	1	F2_MLA	3	47.74	3_5846437	3_5849460	0.5831
Mo17	1	F2_MLA	3	48.74	3_5947388	3_5954310	0.8313
Mo17	1	F2_MLA	3	49.74	3_5947388	3_5954310	0.7576
Mo17	1	F2_MLA	3	50.74	3_6001234	3_6299741	0.7009
Mo17	1	F2_MLA	3	51.74	3_6301050	3_6435185	0.7193
Mo17	1	F2_MLA	3	52.74	3_6435229	3_6435241	0.4372
Mo17	1	F2_MLA	3	53.74	3_6681775	3_6804769	0.3561
Mo17	1	F2_MLA	3	54.74	3_6804769	3_6931407	0.2258
Mo17	1	F2_MLA	3	55.74	3_6804769	3_6931407	0.2861
Mo17	1	F2_MLA	3	56.74	3_9065984	3_9068005	0.1077
Mo17	1	F2_MLA	3	57.74	3_9068005	3_9451129	0.186
Mo17	1	F2_MLA	3	58.74	3_9451129	3_9468976	0.2033
Mo17	1	F2_MLA	3	59.74	3_9948497	3_10273539	0.136
Mo17	1	F2_MLA	3	60.74	3_9948497	3_10273539	0.0944
Mo17	1	F2_MLA	3	61.74	3_10518400	3_10939373	0.1152
Mo17	1	F2_MLA	3	62.74	3_10939373	3_10939374	0.1366
Mo17	1	F2_MLA	3	63.74	3_11534341	3_12132178	0.0829
Mo17	1	F2_MLA	3	64.74	3_12136597	3_12287912	0.1451
Mo17	1	F2_MLA	3	65.74	3_12545742	3_12545751	0.24
Mo17	1	F2_MLA	3	66.74	3_12564334	3_12883110	0.1707
Mo17	1	F2_MLA	3	67.74	3_13280580	3_13503497	0.1629
Mo17	1	F2_MLA	3	68.74	3_13541243	3_13541386	0.0562
Mo17	1	F2_MLA	3	69.74	3_13541386	3_13541396	0.0046
Mo17	1	F2_MLA	3	70.74	3_13541466	3_13726166	0.0644
Mo17	1	F2_MLA	3	71.74	3_13726166	3_13726207	0.0629
Mo17	1	F2_MLA	3	72.74	3_13769979	3_14228428	0.0408
Mo17	1	F2_MLA	3	73.74	3_14336324	3_14336535	0.0169
Mo17	1	F2_MLA	3	74.74	3_17829834	3_17829836	0.0131
Mo17	1	F2_MLA	3	75.74	3_17831523	3_18024920	0.1296
Mo17	1	F2_MLA	3	76.74	3_17831523	3_18024920	0.1251
Mo17	1	F2_MLA	3	77.74	3_17831523	3_18024920	0.1219
Mo17	1	F2_MLA	3	78.74	3_20378476	3_20714639	0.1022
Mo17	1	F2_MLA	3	79.74	3_20714639	3_21755273	0.0703
Mo17	1	F2_MLA	3	80.74	3_20714639	3_21755273	0.0767
Mo17	1	F2_MLA	3	81.74	3_27552564	3_29174677	0.0803
Mo17	1	F2_MLA	3	82.74	3_29174677	3_29174684	0.0403
Mo17	1	F2_MLA	3	83.74	3_29174687	3_29174688	0.0546
Mo17	1	F2_MLA	3	84.74	3_29174688	3_29211393	0.0914
Mo17	1	F2_MLA	3	85.74	3_29174688	3_29211393	0.0845
Mo17	1	F2_MLA	3	86.74	3_29174688	3_29211393	0.073
Mo17	1	F2_MLA	3	87.74	3_29211393	3_29212187	5.3293
Mo17	1	F2_MLA	3	88.74	3_29211393	3_29212187	6.1161
Mo17	1	F2_MLA	3	89.74	3_29211393	3_29212187	6.7149
Mo17	1	F2_MLA	3	90.74	3_29211393	3_29212187	7.1379
Mo17	1	F2_MLA	3	91.74	3_29211393	3_29212187	7.4314
Mo17	1	F2_MLA	3	92.74	3_29212992	3_31455074	0.073
Mo17	1	F2_MLA	3	93.74	3_29212992	3_31455074	0.0101
Mo17	1	F2_MLA	3	94.74	3_32404395	3_36226680	0.0152
Mo17	1	F2_MLA	3	95.74	3_36226688	3_48981393	0.0119
Mo17	1	F2_MLA	3	96.74	3_53978602	3_54175894	0.0027
Mo17	1	F2_MLA	3	97.74	3_54273552	3_55374450	0.0017
Mo17	1	F2_MLA	3	98.74	3_55374450	3_93988878	0.0033
Mo17	1	F2_MLA	3	99.74	3_93988878	3_94451278	0.0568
Mo17	1	F2_MLA	3	100.74	3_96221713	3_113562322	0.0326
Mo17	1	F2_MLA	3	101.74	3_113780912	3_114352093	0.0079
Mo17	1	F2_MLA	3	102.74	3_114352093	3_114880018	0.008
Mo17	1	F2_MLA	3	103.74	3_122075894	3_122118679	0.0223
Mo17	1	F2_MLA	3	104.74	3_122118679	3_127500261	0.027
Mo17	1	F2_MLA	3	105.74	3_131011083	3_131608850	0.013
Mo17	1	F2_MLA	3	106.74	3_131608850	3_139507589	0.0359
Mo17	1	F2_MLA	3	107.74	3_131608850	3_139507589	0.0366
Mo17	1	F2_MLA	3	108.74	3_143181281	3_145178668	0.0274
Mo17	1	F2_MLA	3	109.74	3_145178668	3_147408017	0.1196
Mo17	1	F2_MLA	3	110.74	3_149385251	3_150831047	0.1714
Mo17	1	F2_MLA	3	111.74	3_154075281	3_154075292	0.2756
Mo17	1	F2_MLA	3	112.74	3_154649398	3_154732707	0.6128
Mo17	1	F2_MLA	3	113.74	3_156053342	3_156482528	0.6418
Mo17	1	F2_MLA	3	114.74	3_156794341	3_156796659	0.7104
Mo17	1	F2_MLA	3	115.74	3_156797405	3_156800242	0.7841
Mo17	1	F2_MLA	3	116.74	3_164391477	3_164477682	0.7692
Mo17	1	F2_MLA	3	117.74	3_164580923	3_164589162	0.8319
Mo17	1	F2_MLA	3	118.74	3_166775843	3_166796805	0.2477
Mo17	1	F2_MLA	3	119.74	3_167374239	3_167377101	0.471
Mo17	1	F2_MLA	3	120.74	3_167377101	3_167377103	0.3635
Mo17	1	F2_MLA	3	121.74	3_168488321	3_168838689	0.6268
Mo17	1	F2_MLA	3	122.74	3_168838689	3_169043957	0.3732
Mo17	1	F2_MLA	3	123.74	3_169052497	3_169052548	0.4181
Mo17	1	F2_MLA	3	124.74	3_172197750	3_172197756	0.5586
Mo17	1	F2_MLA	3	125.74	3_172456239	3_172456260	0.3618
Mo17	1	F2_MLA	3	126.74	3_174462389	3_174535992	0.815
Mo17	1	F2_MLA	3	127.74	3_175869559	3_176260076	0.8674
Mo17	1	F2_MLA	3	128.74	3_176289245	3_176290231	0.6341
Mo17	1	F2_MLA	3	129.74	3_176289245	3_176290231	0.6589
Mo17	1	F2_MLA	3	130.74	3_176292063	3_176321489	0.7908
Mo17	1	F2_MLA	3	131.74	3_176292063	3_176321489	0.7258
Mo17	1	F2_MLA	3	132.74	3_176292063	3_176321489	0.6009
Mo17	1	F2_MLA	3	133.74	3_176321489	3_176324593	0.6048
Mo17	1	F2_MLA	3	134.74	3_176324593	3_176332413	0.4771
Mo17	1	F2_MLA	3	135.74	3_177592396	3_177592398	0.8681
Mo17	1	F2_MLA	3	136.74	3_178063033	3_178063035	0.8104
Mo17	1	F2_MLA	3	137.74	3_178065198	3_178099877	1.0852
Mo17	1	F2_MLA	3	138.74	3_178134805	3_178154541	0.8271
Mo17	1	F2_MLA	3	139.74	3_178154541	3_178267626	0.8842
Mo17	1	F2_MLA	3	140.74	3_179448530	3_179641376	0.2247
Mo17	1	F2_MLA	3	141.74	3_179641376	3_180746350	0.2484
Mo17	1	F2_MLA	3	142.74	3_181558649	3_181559008	0.2975
Mo17	1	F2_MLA	3	143.74	3_181616960	3_181791332	0.4749
Mo17	1	F2_MLA	3	144.74	3_181905799	3_182842921	0.3519
Mo17	1	F2_MLA	3	145.74	3_183573856	3_183647527	0.3243
Mo17	1	F2_MLA	3	146.74	3_183865558	3_183865997	0.4348
Mo17	1	F2_MLA	3	147.74	3_185759393	3_185932933	0.1423
Mo17	1	F2_MLA	3	148.74	3_185937769	3_185938417	0.1013
Mo17	1	F2_MLA	3	149.74	3_185938546	3_185967751	0.2191
Mo17	1	F2_MLA	3	150.74	3_185970021	3_185978209	0.1749
Mo17	1	F2_MLA	3	151.74	3_187023959	3_187453335	0.2584
Mo17	1	F2_MLA	3	152.74	3_187453336	3_187618828	0.1454
Mo17	1	F2_MLA	3	153.74	3_187925173	3_188750674	0.1742
Mo17	1	F2_MLA	3	154.74	3_189895821	3_189985339	0.0474
Mo17	1	F2_MLA	3	155.74	3_190315430	3_190325585	0.0356
Mo17	1	F2_MLA	3	156.74	3_190325585	3_190325603	0.0319
Mo17	1	F2_MLA	3	157.74	3_190568631	3_194170898	0.0505
Mo17	1	F2_MLA	3	158.74	3_190568631	3_194170898	0.0448
Mo17	1	F2_MLA	3	159.74	3_194170898	3_194927151	0.029
Mo17	1	F2_MLA	3	160.74	3_194170898	3_194927151	0.0181
Mo17	1	F2_MLA	3	161.74	3_194927243	3_194927584	0.0958
Mo17	1	F2_MLA	3	162.74	3_195032530	3_195049718	0.0575
Mo17	1	F2_MLA	3	163.74	3_195058460	3_195123179	0.0357
Mo17	1	F2_MLA	3	164.74	3_195058460	3_195123179	0.0437
Mo17	1	F2_MLA	3	165.74	3_196090818	3_196090980	0.0526
Mo17	1	F2_MLA	3	166.74	3_196155826	3_196202731	0.047
Mo17	1	F2_MLA	3	167.74	3_196202731	3_196202732	0.1528
Mo17	1	F2_MLA	3	168.74	3_196202732	3_196206729	0.2886
Mo17	1	F2_MLA	3	169.74	3_196202732	3_196206729	0.3725
Mo17	1	F2_MLA	3	170.74	3_196206729	3_196363473	0.4016
Mo17	1	F2_MLA	3	171.74	3_196206729	3_196363473	0.2864
Mo17	1	F2_MLA	3	172.74	3_196363473	3_196441027	0.1824
Mo17	1	F2_MLA	3	173.74	3_196363473	3_196441027	0.064
Mo17	1	F2_MLA	3	174.74	3_196441027	3_197364541	0.0177
